ID,duration,wav,words
3102,2.53,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_103.wav,danh tính
3103,5.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_104.wav,vì được thiết kế hợp lý và được bôi trơn tốt
3104,5.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_105.wav,để tường tận hơn ngày ra mắt đầu tiên của võ hoàng bửu
3105,2.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_106.wav,nhạt nhẽo
3106,4.94,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_107.wav,trung quốc sẽ thiếu hụt phụ nữ trong những năm tới
3107,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_108.wav,anh của chí lo lắng
3108,3.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_109.wav,nhằm mục đích là gây quỹ học bỗng
3109,6.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_110.wav,đừng chọn đôi giày cao gót có đế quá mảnh và mũi quá nhọn
3110,4.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_111.wav,tình duyên của chúng tôi như ngưu lang chức nữ
3111,4.78,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_112.wav,tôi đã nghe mùi tanh tưởi đến lợm giọng
3112,4.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_113.wav,vui với những con số tăng trưởng kinh tế
3113,3.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_114.wav,công tác tìm bắt cá sấu xổng chuồng
3114,5.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_115.wav,có chị tự hào tới mức không cao nhưng ai cũng phải ngước nhìn
3115,4.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_116.wav,về nguồn gốc bánh phở của mình
3116,2.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_117.wav,áo thun trắng sát nách
3117,5.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_118.wav,trần đăng khoa say sưa phát ngôn về chuyện văn chương chữ nghĩa
3118,4.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_119.wav,cái vẫy tay không ngờ trở thành lời chia ly vĩnh biệt
3119,5.34,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_120.wav,và những điều đó sẽ tạo ra cho bạn khoảng trống để lấp đầy
3120,3.22,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_121.wav,đi khắp nơi trên thế giới
3121,4.41,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_122.wav,bỏ ngay những động tác thừa làm xấu dáng đi
3122,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_123.wav,nhưng lại đào toàn bộ đất
3123,4.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_124.wav,ông cũng đặt mục tiêu xóa nghèo trong vòng sáu năm tới
3124,3.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_125.wav,để cứa cổ thằng con nào tố cáo
3125,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_126.wav,bạn hãy học và áp dụng nó
3126,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_127.wav,anh quán sốt sắng nhận lời ngay
3127,3.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_128.wav,anh mong chờ được chơi đàn trở lại
3128,3.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_129.wav,bệnh trĩ thường kèm theo táo bón
3129,4.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_130.wav,dần đẩy đội đang dẫn điểm vào thế bị động
3130,4.25,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_131.wav,có thể chọn mặt nạ chiết xuất từ tinh dầu
3131,3.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_132.wav,khâu bằng chỉ da hươu trắng
3132,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_133.wav,bột pha nước sôi gión lại
3133,4.16,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_134.wav,xây dựng cơ chế giám sát đạo đức trong tập thể
3134,2.03,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_135.wav,thơ nịnh vợ
3135,2.84,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_136.wav,tôi vẫn trân trọng bản thân mình
3136,3.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_137.wav,họ ngồi đó với gương mặt buồn rười rượi
3137,3.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_138.wav,và chúng ta đã từng trăn trở tìm cách
3138,4.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_139.wav,trông rờn rợn dưới bầu trời đầy mây xám
3139,4.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_140.wav,trên thực tế ủy ban về các vấn đề xã hội
3140,4.25,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_141.wav,nhưng rồi thương ném cho một trăm đồng
3141,3.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_142.wav,các binh sĩ thủy quân lục chiến
3142,4.03,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_143.wav,bình tro của bà vợ ông cũng bị đánh cắp
3143,3.5,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_144.wav,làm toàn bộ cơ thể trông mập hơn
3144,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_145.wav,ông là người học rộng tài cao
3145,6.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_146.wav,bèn dựng chuyện về với đại công về âm mưu phản nghịch của bọn lợi hưu
3146,3.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_147.wav,trước mặt họ có một cái trống lớn
3147,1.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_148.wav,xin lỗi
3148,4.94,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_149.wav,hôm qua tôi đọc được một câu chuyện về một người đàn ông
3149,4.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_150.wav,một lần nữa người dân nơm nớp lo sợ mỗi khi ra đường
3150,3.84,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_151.wav,vấn đề ở chỗ loại bơ này được đánh giá
3151,4.53,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_152.wav,cũng chỉ mới một vài việc tốt tủn mủn cho dân
3152,3.97,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_153.wav,khi cô đứng trước cửa nhà anh khóc hu hu
3153,3.94,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_154.wav,chúng ta cần phải thận trọng hơn trong lời nói
3154,4.25,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_155.wav,vì nhà tôi là gia đình của cả hai miền nam bắc
3155,4.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_156.wav,và bỏ chạy với sự giúp đỡ của một tòng phạm
3156,1.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_157.wav,nhẫn hạt xoàn
3157,3.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_158.wav,và họ đã bị trừng phạt đích đáng
3158,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_159.wav,như thế là biểu hiện của tính ủy mị
3159,2.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_160.wav,với lời đường mật
3160,4.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_161.wav,người giàu thì vác nặng những xâu tiền kẽm trên vai
3161,3.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_162.wav,du khách cũng phải bơi trong làn nước đen kịt
3162,3.94,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_163.wav,hoặc tình nguyện sẽ chẳng có việc gì bằng
3163,5.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_164.wav,người trai ấy nhấp một ngụm rượu lớn và phun lên cây khèn
3164,2.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_165.wav,nó là một dự án
3165,2.03,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_166.wav,nhiều lúc đau quá
3166,4.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_167.wav,và tôi bắt đầu nghiên cứu kỹ lưỡng tác phong ấy
3167,4.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_168.wav,của cô bé út phương trong khu vườn của bà ngoại
3168,3.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_169.wav,gái éo le rủ yếm dôi quần
3169,5.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_170.wav,điều buồn hơn là để lại sẹo lõm với rất nhiều và xấu
3170,3.84,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_171.wav,chị trúng tuyển đại học nhưng phải bỏ dở
3171,1.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_172.wav,chào mừng
3172,1.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_173.wav,võ quý cầu
3173,4.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_174.wav,cuộn tròn lá dong viền kín sát quanh chân bình
3174,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_175.wav,để tấn công các vị thần ở đấy
3175,2.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_176.wav,đã bị co giật và nôn mửa
3176,2.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_177.wav,ai yêu thương vợ bằng mình
3177,2.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_178.wav,con đường trong trường tôi
3178,4.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_179.wav,xưa có một người đi học thi mãi mà chẳng đậu
3179,3.94,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_180.wav,đã đầy rẫy những sai sót không thể tin nổi
3180,5.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_181.wav,chúng ta cần phải thay đổi nguồn thông tin mà chúng ta khai thác
3181,1.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_182.wav,bà cho biết
3182,3.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_183.wav,nhân viên khoa phục hồi tủy sống của bệnh viện
3183,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_184.wav,lý thuyết đẹp đẽ là như thế
3184,3.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_185.wav,do có sự cạnh tranh gay gắt về giá cả
3185,4.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_186.wav,vì ở đó tôi học được rất nhiều thứ
3186,4.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_187.wav,xem xét lại mọi vấu đề tham khảo
3187,4.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_188.wav,và gây đau cũng có thể là tình tình trạng thoái hóa khớp
3188,2.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_189.wav,bắt bốn sâm cầm
3189,4.59,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_190.wav,từ trên người chúng tớ bùn với nước chảy xuống lõng bõng
3190,2.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_191.wav,cả ngày ở bên anh
3191,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_192.wav,là một phần của công việc đó
3192,6.03,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_193.wav,điều làm em buồn nhất là anh ấy đi chơi cùng với bạn bè thâu đêm suốt sáng
3193,3.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_194.wav,tửa lúc nhúc ở đống rác
3194,3.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_195.wav,để vượt qua nhũ đá trơn trượt ướt
3195,5.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_196.wav,hai tay giang hồ khét tiếng sừng sỏ của hà nội và hải phòng
3196,4.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_197.wav,nhưng việc hỏa táng lại gặp rất nhiều khó khăn
3197,3.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_198.wav,không nói với ai lời nào
3198,3.72,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_199.wav,thì cũng chỉ thấy một cái nhoẻn miệng
3199,4.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_200.wav,cách lý sơn chừng dăm chục hải lý về phương bắc
3200,3.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_201.wav,không một hai ba bốn
3201,3.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_202.wav,bốn năm sáu bảy tám
3202,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_203.wav,tám chín mười mười một
3203,2.34,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_204.wav,mười một mười hai mười ba
3204,2.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_205.wav,mười bốn mười lăm mười sáu
3205,2.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_206.wav,mười bảy mười tám mười chín
3206,2.5,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_207.wav,hai mươi hai mươi mốt
3207,2.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_208.wav,hai mươi hai hai mươi ba
3208,2.5,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_209.wav,hai mươi bốn hai mươi lăm
3209,3.28,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_210.wav,hai mươi sáu hai mươi bảy
3210,2.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_211.wav,hai mươi tám hai mươi chín
3211,2.41,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_212.wav,ba mươi ba mươi mốt
3212,2.09,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_213.wav,ba mươi hai ba mươi ba
3213,2.78,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_214.wav,ba mươi bốn ba mươi lăm
3214,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_215.wav,ba mươi sáu ba mươi bảy
3215,2.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_216.wav,ba mươi tám ba mươi chín
3216,2.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_217.wav,bốn mươi bốn mươi mốt
3217,4.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_218.wav,bốn mươi hai bốn mươi ba
3218,3.5,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_219.wav,bốn mươi bốn bốn mươi lăm
3219,2.66,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_220.wav,bốn mươi sáu bốn mươi bảy
3220,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_221.wav,bốn mươi tám bốn mươi chín
3221,3.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_222.wav,năm mươi năm mươi mốt
3222,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_223.wav,năm mươi hai năm mươi ba
3223,2.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_224.wav,năm mươi bốn năm mươi lăm
3224,2.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_225.wav,năm mươi sáu năm mươi bảy
3225,2.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_226.wav,năm mươi tám năm mươi chín
3226,2.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_227.wav,sáu mươi sáu mươi mốt
3227,2.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_228.wav,sáu mươi hai sáu mươi ba
3228,3.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_229.wav,sáu mươi bốn sáu mươi lăm
3229,3.53,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_230.wav,sáu mươi sáu sáu mươi bảy
3230,3.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_231.wav,sáu mươi tám sáu mươi chín
3231,3.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_232.wav,bảy mươi bảy mươi mốt
3232,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_233.wav,bảy mươi hai bảy mươi ba
3233,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_234.wav,bảy mươi bốn bảy mươi lăm
3234,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_235.wav,bảy mươi sáu bảy mươi bảy
3235,2.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_236.wav,bảy mươi tám bảy mươi chín
3236,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_237.wav,tám mươi tám mươi mốt
3237,3.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_238.wav,tám mươi hai tám mươi ba
3238,3.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_239.wav,tám mươi bốn tám mươi lăm
3239,3.16,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_240.wav,tám mươi sáu tám mươi bảy
3240,3.06,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_241.wav,tám mươi tám tám mươi chín
3241,2.5,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_242.wav,chín mươi chín mươi mốt
3242,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_243.wav,chín mươi hai chín mươi ba
3243,2.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_244.wav,chín mươi bốn chín mươi lăm
3244,3.34,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_245.wav,chín mươi sáu chín mươi bảy
3245,3.16,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_246.wav,chín mươi tám chín mươi chín
3246,3.25,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_247.wav,một trăm một hai ba
3247,2.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_248.wav,một ba năm bảy chín
3248,3.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_249.wav,không hai bốn sáu tám
3249,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_250.wav,một hai ba bốn năm
3250,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_251.wav,bây giờ tính đi đâu đây
3251,2.44,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_252.wav,cũng chưa biết nữa
3252,2.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_253.wav,hay là đi ăn hủ tiếu nha
3253,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_254.wav,xong rồi mình đi tăng ba
3254,2.59,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_255.wav,thả tao ra thằng khốn
3255,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_256.wav,đây là vòng đua cuối cùng
3256,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_257.wav,anh ơi mua xe hơi cho em nhé
3257,3.25,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_258.wav,cẩn thận kẻo trượt vỏ chuối
3258,3.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_259.wav,chung quy cũng tại con heo
3259,4.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_260.wav,minh trường đã có nhiều bạn tình nhưng không có vợ
3260,4.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_261.wav,thời buổi này kiếm đâu ra đàn bà chung thủy
3261,3.81,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_262.wav,hôm qua báo đăng thầy chùa vô khách sạn
3262,4.78,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_263.wav,không lẽ đời này kiếp này không còn gặp lại được em
3263,2.19,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_264.wav,buông tay tui ra
3264,2.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_265.wav,anh kia đứng lại ngay
3265,2.97,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_266.wav,giơ hai tay lên không tôi bắn
3266,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_267.wav,căn nhà đằng kia nghe nói có ma
3267,3.4375,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_268.wav,thú thật tui chưa đời nào chơi gái
3268,5.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_269.wav,ngoài công viên hai ba tháng chín có cả đống trai bao
3269,4.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_270.wav,mấy bà già sồn sồn toàn kiếm trai trẻ chơi không
3270,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_271.wav,cũng khó mà trách mấy bã
3271,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_272.wav,còn đâu hình ảnh của một ông thầy giáo
3272,3.72,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_273.wav,nghe đồn dạo này nhiều thằng cướp bồ lắm
3273,4.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_274.wav,có khoảng hai phòng trọ anh có muốn thuê không
3274,3.22,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_275.wav,tiền nào của nấy ông anh ơi
3275,3.78,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_276.wav,kỳ kèo hoài giá vậy đúng rồi
3276,4.53,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_277.wav,ba nội là sư tử mà sao keo kiệt quá
3277,4.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_278.wav,hai con thằn lằn con đua nhau cắn nhau đứt đui
3278,5.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_279.wav,ba thằn lằn buồn hiu gọi chúng đến mai mắn cho
3279,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_280.wav,xuân này em không về
3280,3.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_281.wav,những ngày cuối cùng trên dương thế
3281,3.12,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_282.wav,hãy để anh ấy được nghỉ ngơi
3282,3.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_283.wav,mọi người nói chuyện ít thôi nha
3283,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_284.wav,tư thế đó nhìn đẹp đó
3284,2.31,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_285.wav,bác chỉ khéo vẻ chuyện
3285,2.16,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_286.wav,có còn hơn không
3286,3.0,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_287.wav,chưa đi chưa biết quy nhơn
3287,3.5,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_288.wav,chắc sắp tới thu xếp đi du lịch thôi
3288,5.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_289.wav,phương châm sống của tôi là người không vì mình trời tru đất diệt
3289,3.25,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_290.wav,bọn lười thường hay nói vậy
3290,2.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_291.wav,làm việc có trách nhiệm chút coi
3291,3.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_292.wav,mẹ kiếp giờ này còn chưa tới
3292,3.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_293.wav,nó trốn mất tiêu rồi còn đâu
3293,3.75,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_294.wav,thế sư thay đổi lòng người khó lường
3294,3.88,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_295.wav,chỉ biết than thân trách phận là giỏi
3295,4.16,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_296.wav,người nhà thì mắng sao không giỏi ra đường đi
3296,2.56,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_297.wav,thế nào là hoàn hảo
3297,3.38,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_298.wav,thằng đó có cái miệng như đàn bà
3298,3.69,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_299.wav,chính phủ ban hành lệnh độc quyền mua bán vàng
3299,2.62,vivos/train/waves/VIVOSSPK13/VIVOSSPK13_300.wav,tiền giờ mất giá quá
3300,2.56,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_001.wav,người mẹ già quanh năm bán vé số thôi mà
3301,2.84,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_002.wav,tu huýt hay chim chầu rùa
3302,2.81,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_003.wav,được người ta đánh giá cao
3303,3.94,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_004.wav,liên mỉm cười cúi nhặt một chiếc lá vàng
3304,3.56,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_005.wav,kiên hải
3305,5.0,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_006.wav,thông báo những thành tựu kinh tế xã hội nổi bật nhất của nước ta
3306,3.12,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_007.wav,để cháu ngồi tập viết thêm
3307,3.0,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_008.wav,kể từ đầu mùa khô đến nay
3308,3.81,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_009.wav,anh nói đó chỉ là một lít xăng thôi
3309,3.62,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_010.wav,thì tôi cũng đủ kiếm sống qua ngày
3310,5.34,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_011.wav,hai tay cô bóp nhẹ hai bả vai rồi xoa xoa xuống vồng ngực tôi
3311,4.16,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_012.wav,nhưng bạn cần biết cách giải quyết điều đó
3312,4.41,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_013.wav,tích cóp vốn liếng rồi ra chợ bán lẻ
3313,4.12,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_014.wav,ấy là chưa kể đám thanh niên
3314,4.44,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_015.wav,các tiết mục thể hiện sự đa dạng và độc đáo
3315,2.38,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_016.wav,xảm xì
3316,5.31,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_017.wav,dọc phố đoạn từ cổng trường quay đến cuối quán bia
3317,3.62,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_018.wav,cũng như doanh nghiệp sau cổ phần hóa
3318,3.66,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_019.wav,với đại quân của an lộc sơn
3319,2.31,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_020.wav,hiện tại
3320,5.19,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_021.wav,nhưng em đã ra đi mãi mãi trong một tai nạn giao thông
3321,3.75,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_022.wav,đó là tình huống trọng tài đã sai
3322,5.81,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_023.wav,đừng nghĩ đến sự hòa hợp quá mức vì suy nghĩ này rất viễn vông
3323,4.94,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_024.wav,một con sâu đã làm rầu nồi canh khiến chúng ta lo ngại
3324,2.59,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_025.wav,tôi quen biển thật tình cờ
3325,3.69,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_026.wav,vờn quanh đôi mắt cọp vô hồn tròn xoe
3326,5.28,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_027.wav,cho phép các vận động viên điền kinh kiểm soát chặt chẽ thân nhiệt
3327,5.75,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_028.wav,sân củ chi là nơi từng làm cho nhiều đội khách khóc dở mếu dở
3328,4.88,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_029.wav,thị trường xe gắn máy thái lan là bài học nhãn tiền
3329,3.88,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_030.wav,thì sữa dâng lên chả thua gì triều cường
3330,3.44,vivos/train/waves/VIVOSSPK14/VIVOSSPK14_031.wav,những tai ương khôn lường của đời sống
